A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1996,medium,very_low,very_high,medium,high,medium,high,good
1997,very_low,very_high,high,very_low,medium,low,low,good
1998,low,high,high,very_high,high,medium,high,good
1999,very_high,medium,very_low,very_low,very_high,medium,medium,bad
2000,low,medium,low,low,low,medium,very_low,bad
2001,very_low,medium,very_high,very_low,very_high,very_low,very_low,good
2002,very_high,very_low,very_low,high,high,very_high,very_high,good
2003,high,very_high,high,medium,high,very_low,very_high,good
2004,high,low,very_high,medium,high,very_low,high,good
2005,medium,very_high,low,medium,high,high,very_low,bad
2006,very_low,very_high,medium,very_high,very_high,very_low,very_low,good
2007,low,high,high,medium,medium,low,very_high,bad
2008,low,medium,very_low,medium,very_low,very_high,very_low,bad
2009,medium,medium,high,medium,high,low,medium,bad
2010,medium,low,very_high,high,medium,high,high,good
2011,very_high,very_low,very_low,very_high,high,low,high,good
2012,high,very_low,very_high,medium,very_low,medium,very_low,bad
2013,very_high,high,very_low,low,very_high,very_high,low,bad
2014,medium,very_low,medium,very_low,very_high,very_low,high,good
2015,high,very_low,medium,medium,very_low,low,very_low,bad
2016,very_low,high,very_low,high,high,high,very_low,bad
2017,medium,low,very_high,very_high,very_low,very_low,low,bad
2018,low,low,low,low,high,very_high,low,bad
2019,high,medium,very_low,medium,high,very_high,medium,bad
2020,very_high,very_low,medium,very_high,medium,very_high,medium,good
2021,very_high,low,high,medium,low,very_high,high,good
2022,very_high,very_low,very_high,high,very_low,very_low,low,bad
2023,very_high,very_low,low,very_high,medium,low,very_high,good
2024,medium,medium,very_low,very_high,very_low,very_high,low,bad
2025,very_low,very_high,medium,low,very_low,very_low,low,good
2026,low,very_low,high,low,very_high,high,high,bad
2027,very_high,medium,very_low,very_low,high,high,medium,good
2028,low,very_low,medium,very_low,very_high,medium,very_high,bad
2029,low,very_high,high,very_low,low,medium,medium,good
2030,very_low,very_high,high,very_low,high,very_low,very_low,good
2031,very_high,very_high,low,very_high,high,low,very_high,good
2032,high,medium,high,very_low,high,low,high,good
2033,high,low,very_low,very_high,low,high,very_low,bad
2034,medium,high,high,medium,high,medium,very_low,good
2035,very_low,very_high,high,medium,very_high,very_low,low,good
2036,medium,low,very_high,low,very_low,low,low,bad
2037,very_high,medium,very_low,very_high,very_low,high,medium,good
2038,very_high,low,very_low,very_low,very_high,low,high,bad
2039,very_high,low,low,very_high,very_low,low,very_low,bad
2040,medium,very_low,low,high,high,very_low,medium,good
2041,very_low,very_low,medium,very_low,very_low,very_high,very_low,bad
2042,very_low,high,high,very_low,medium,high,low,bad
2043,medium,low,low,low,high,high,very_high,bad
2044,very_low,very_high,very_low,very_low,high,very_high,very_low,bad
2045,medium,very_high,high,very_high,very_low,very_low,very_high,good
2046,low,low,medium,high,medium,high,very_high,bad
2047,very_low,very_low,high,low,low,medium,very_low,bad
2048,low,very_low,very_high,medium,very_high,medium,medium,good
2049,medium,very_high,very_low,medium,very_low,very_high,very_high,bad
2050,low,high,high,medium,high,low,low,bad
2051,very_low,very_low,medium,very_low,low,very_high,very_low,bad
2052,high,medium,very_low,high,very_low,medium,medium,bad
2053,high,low,very_high,low,high,high,medium,bad
2054,low,very_low,very_high,low,very_high,high,very_low,good
2055,medium,very_high,very_low,very_low,very_low,very_high,very_low,good
2056,medium,very_high,low,high,low,medium,very_high,bad
2057,very_low,very_high,medium,high,high,very_low,very_low,good
2058,medium,very_low,very_high,medium,medium,high,medium,good
2059,very_high,very_high,very_low,high,low,low,medium,bad
2060,very_high,very_high,low,very_low,very_high,very_low,high,bad
2061,low,very_high,very_high,low,medium,medium,very_high,bad
2062,low,very_high,low,medium,low,medium,high,bad
2063,low,very_high,medium,low,low,medium,low,bad
2064,high,very_low,very_high,medium,high,high,low,good
2065,medium,low,very_low,medium,very_low,very_high,very_low,bad
2066,high,very_high,low,very_high,low,medium,high,good
2067,very_high,very_low,very_low,medium,medium,medium,very_low,good
2068,low,high,high,high,medium,very_low,medium,bad
2069,medium,low,very_high,medium,low,high,medium,good
2070,low,medium,high,low,low,very_low,medium,good
2071,low,low,very_high,medium,medium,medium,medium,good
2072,high,medium,very_low,very_low,very_high,high,medium,bad
2073,medium,low,low,low,low,high,medium,bad
2074,high,medium,high,medium,very_low,very_low,low,bad
2075,very_low,very_low,low,low,very_low,very_high,very_low,bad
2076,low,medium,very_high,high,medium,medium,high,good
2077,very_low,low,very_high,high,high,medium,medium,good
2078,medium,high,high,low,high,medium,very_low,good
2079,high,very_low,medium,high,very_low,low,low,bad
2080,very_low,high,very_high,high,medium,medium,medium,good
2081,very_high,medium,very_low,very_high,very_low,medium,low,bad
2082,very_high,low,very_low,high,low,high,low,bad
2083,medium,high,very_low,very_high,low,very_low,medium,good
2084,very_low,high,very_high,very_low,medium,medium,very_low,good
2085,low,medium,very_high,low,low,high,high,good
2086,very_low,medium,medium,very_low,very_low,high,very_low,bad
2087,very_high,very_low,medium,very_low,medium,medium,high,good
2088,very_low,high,very_low,very_low,low,very_high,low,bad
2089,low,medium,very_low,medium,very_low,high,very_low,bad
2090,low,very_high,very_low,low,very_low,high,high,bad
2091,high,very_low,low,high,very_low,medium,very_low,bad
2092,very_low,very_low,very_high,low,high,medium,very_low,good
2093,very_high,very_high,very_low,medium,medium,low,very_high,good
2094,medium,very_high,very_low,low,medium,high,very_high,bad
2095,low,very_low,high,very_high,very_low,low,low,bad
2096,low,low,very_high,very_low,low,very_high,low,good
2097,very_low,very_high,high,very_low,high,low,very_low,good
2098,very_high,high,very_low,low,low,very_high,very_low,bad
2099,low,high,high,high,high,medium,low,good
2100,low,high,very_low,very_high,low,very_high,medium,bad
2101,medium,very_high,medium,medium,very_high,low,very_low,good
2102,high,medium,very_low,medium,very_low,very_high,low,bad
2103,high,very_low,low,low,high,very_high,very_low,bad
2104,medium,low,high,low,medium,very_low,high,good
2105,low,medium,medium,medium,very_low,low,very_low,bad
2106,medium,very_high,medium,very_high,very_low,very_low,medium,good
2107,very_low,high,high,very_low,medium,very_high,high,bad
2108,medium,low,very_high,high,medium,medium,low,good
2109,medium,low,very_high,low,high,high,very_low,good
2110,low,medium,low,very_high,low,very_low,low,bad
2111,medium,low,very_low,very_high,very_low,very_high,medium,bad
2112,medium,medium,high,low,low,high,low,good
2113,low,medium,low,very_high,high,very_low,high,good
2114,medium,very_low,high,low,very_low,medium,very_low,bad
2115,low,low,very_low,low,very_high,high,very_high,bad
2116,high,high,low,very_high,very_low,low,very_low,bad
2117,very_high,very_low,very_high,medium,medium,very_high,low,good
2118,medium,medium,very_low,very_low,very_high,low,very_high,bad
2119,very_low,very_low,very_high,medium,high,medium,medium,good
2120,very_high,very_low,low,medium,very_high,medium,very_high,good
2121,medium,very_low,very_high,very_high,very_high,medium,medium,good
2122,very_low,very_high,high,very_low,high,low,low,good
2123,very_low,high,very_high,very_low,very_low,very_high,high,bad
2124,high,medium,low,very_high,medium,low,low,bad
2125,low,medium,high,low,low,high,low,bad
2126,very_low,medium,very_high,high,high,very_low,very_high,bad
2127,low,high,very_low,medium,medium,high,low,bad
2128,medium,high,very_low,high,low,very_high,medium,bad
2129,low,very_high,very_high,very_low,medium,high,very_low,good
2130,high,medium,medium,very_high,medium,high,high,good
2131,very_high,high,medium,high,medium,low,very_high,good
2132,high,medium,medium,high,very_low,low,high,bad
2133,high,very_low,high,high,low,low,very_low,bad
2134,low,very_high,very_low,medium,very_low,high,medium,bad
2135,high,low,medium,high,medium,very_high,high,good
2136,low,high,high,medium,high,medium,very_low,good
2137,low,low,low,high,medium,high,very_low,bad
2138,medium,high,very_low,high,medium,very_low,very_low,good
2139,medium,very_high,medium,high,low,medium,very_high,bad
2140,low,very_low,medium,medium,very_low,high,very_low,bad
2141,very_high,low,low,low,very_low,very_high,low,good
2142,very_high,low,medium,very_high,high,low,very_high,good
2143,very_high,high,medium,high,very_low,low,high,bad
2144,high,low,very_low,very_low,very_high,very_high,medium,bad
2145,very_high,very_low,high,very_high,very_low,very_low,very_low,bad
2146,low,very_high,medium,low,very_low,very_high,medium,good
2147,very_high,high,very_low,very_high,medium,medium,low,good
2148,high,very_high,medium,medium,high,very_low,very_high,bad
2149,high,high,low,high,low,low,very_high,bad
2150,medium,very_high,low,very_high,medium,high,very_high,bad
2151,medium,very_high,low,very_high,high,very_low,medium,good
2152,high,very_low,very_high,medium,very_low,medium,medium,bad
2153,medium,very_high,medium,very_low,medium,very_low,very_high,good
2154,medium,high,low,medium,low,medium,medium,bad
2155,high,low,medium,high,very_high,very_low,very_high,good
2156,low,very_low,very_high,high,medium,medium,very_low,good
2157,high,low,medium,medium,medium,very_high,low,good
2158,very_high,low,low,very_high,low,medium,medium,bad
2159,high,medium,medium,medium,very_low,low,low,bad
2160,high,medium,low,very_high,very_low,low,low,good
2161,very_low,high,high,high,medium,medium,medium,good
2162,very_low,low,very_low,medium,low,very_high,low,bad
2163,high,medium,high,high,high,very_low,low,good
2164,low,very_high,very_high,medium,medium,low,high,bad
2165,high,low,low,medium,very_low,medium,low,bad
2166,medium,high,medium,very_high,high,medium,medium,good
2167,very_high,high,very_low,low,medium,medium,very_low,bad
2168,very_high,very_low,very_low,medium,medium,medium,medium,good
2169,medium,high,high,medium,low,medium,medium,bad
2170,very_high,low,low,high,medium,low,medium,bad
2171,medium,very_high,low,medium,medium,medium,very_low,bad
2172,very_high,medium,high,very_low,very_high,medium,very_high,good
2173,very_high,low,very_low,very_high,medium,medium,high,good
2174,very_low,low,high,medium,medium,high,very_high,bad
2175,very_high,very_low,very_low,very_high,high,very_high,medium,good
2176,medium,low,medium,very_high,high,high,low,good
2177,low,medium,medium,medium,medium,medium,low,bad
2178,medium,very_low,very_high,high,low,low,very_low,bad
2179,very_low,high,very_high,low,low,low,low,good
2180,very_high,high,low,high,high,low,very_high,good
2181,medium,low,very_low,very_low,high,high,very_high,bad
2182,very_high,high,very_high,low,medium,very_low,very_high,good
2183,medium,low,very_high,low,very_low,medium,low,bad
2184,medium,very_low,high,very_high,very_high,very_high,medium,good
2185,very_low,high,very_low,very_low,low,very_high,very_low,bad
2186,very_low,low,high,high,medium,high,very_high,bad
2187,high,very_high,high,very_low,medium,low,very_high,good
2188,medium,very_high,low,high,very_low,very_low,high,good
2189,medium,very_low,very_high,very_low,very_high,high,very_low,good
2190,low,low,medium,very_high,high,very_low,medium,good
2191,very_high,medium,low,medium,very_high,low,high,good
2192,medium,medium,very_low,low,very_high,very_high,medium,bad
2193,very_low,very_high,high,high,high,low,high,good
2194,very_high,high,medium,very_high,medium,medium,medium,good
2195,low,medium,medium,high,medium,very_high,very_low,bad
2196,very_low,very_high,low,very_low,high,very_low,very_low,good
2197,high,medium,medium,low,very_high,low,very_low,bad
2198,very_low,high,very_low,very_low,medium,very_high,low,bad
2199,very_low,high,very_low,low,very_low,high,very_low,bad
2200,very_high,very_high,very_high,high,high,very_low,very_high,good
2201,low,high,medium,high,very_high,high,high,bad
2202,high,medium,medium,low,low,low,high,good
2203,very_high,low,very_low,medium,medium,very_high,low,bad
2204,very_low,very_low,low,high,medium,very_high,medium,bad
2205,medium,low,medium,high,low,high,medium,bad
2206,high,very_low,high,medium,very_low,high,very_low,bad
2207,high,high,low,high,low,low,medium,bad
2208,very_high,high,high,low,very_high,very_low,very_high,good
2209,medium,very_high,medium,very_low,medium,medium,very_low,good
2210,very_low,very_high,very_low,low,very_low,medium,low,bad
2211,medium,very_low,low,medium,very_low,very_high,low,bad
2212,very_low,very_high,medium,very_low,low,very_high,high,bad
2213,medium,low,medium,high,very_low,low,medium,bad
2214,medium,very_low,very_low,high,very_low,very_high,high,bad
2215,low,medium,high,medium,very_low,medium,low,bad
2216,very_low,high,very_low,medium,medium,very_high,low,bad
2217,low,high,very_low,low,low,very_high,medium,bad
2218,very_high,low,low,high,low,high,low,bad
2219,very_high,medium,very_low,low,very_high,very_high,very_low,bad
2220,very_low,high,high,high,very_low,very_low,medium,good
2221,high,high,medium,very_high,low,very_low,very_high,good
2222,high,high,very_low,high,very_low,low,medium,good
2223,very_low,very_high,medium,very_low,very_low,high,high,bad
2224,very_low,very_high,medium,medium,high,medium,medium,good
2225,high,very_high,medium,medium,medium,very_low,medium,good
2226,medium,high,medium,medium,medium,high,low,good
2227,medium,high,very_high,medium,low,high,low,good
2228,very_high,medium,low,high,low,low,high,good
2229,high,low,high,high,very_high,medium,very_low,good
2230,medium,medium,very_low,medium,very_low,medium,low,bad
2231,very_low,medium,very_high,very_high,very_low,very_low,very_high,bad
2232,medium,very_low,very_low,very_high,very_low,medium,very_low,bad
2233,very_low,low,very_high,low,medium,medium,very_high,bad
2234,high,medium,medium,medium,very_high,very_low,very_high,good
2235,very_low,high,very_high,very_low,medium,medium,very_low,good
2236,very_high,low,high,high,low,low,medium,bad
2237,low,high,very_low,medium,high,very_high,low,bad
2238,very_low,medium,low,medium,medium,very_high,high,bad
2239,very_low,medium,low,very_low,very_low,very_high,very_low,bad
2240,very_low,very_low,very_high,medium,very_high,medium,low,good
2241,low,very_low,very_high,very_high,very_high,high,medium,good
2242,low,high,medium,high,medium,high,low,good
2243,low,medium,medium,low,low,medium,low,bad
2244,low,medium,low,medium,very_high,very_high,medium,bad
2245,very_low,very_low,very_high,very_high,very_low,high,very_high,bad
2246,very_low,very_high,medium,high,medium,very_high,very_low,bad
2247,very_low,very_high,high,very_high,very_high,very_low,very_low,good
2248,low,low,very_low,very_low,high,very_high,very_low,bad
2249,low,low,very_low,high,very_low,very_high,very_low,bad
2250,low,medium,medium,low,medium,high,low,bad
2251,very_high,low,low,low,very_high,low,high,good
2252,medium,low,medium,low,very_high,very_low,medium,good
2253,very_low,medium,high,medium,very_high,very_high,very_high,bad
2254,very_high,very_low,medium,very_low,very_high,low,very_high,good
2255,low,low,low,medium,medium,very_high,very_high,bad
2256,high,very_high,low,very_high,low,very_low,low,bad
2257,high,very_low,medium,very_high,low,medium,high,bad
2258,medium,high,medium,medium,high,medium,low,bad
2259,low,high,very_low,low,medium,very_high,very_low,bad
2260,high,very_high,very_low,high,very_low,low,high,bad
2261,very_high,low,very_low,very_high,high,low,medium,good
2262,very_high,low,very_high,very_high,very_low,very_low,high,bad
2263,low,high,very_high,very_high,very_low,medium,medium,bad
2264,very_low,very_high,medium,very_low,high,medium,low,good
2265,medium,low,high,high,very_low,very_low,very_low,bad
2266,very_low,medium,high,very_low,low,high,low,good
2267,very_high,low,low,very_low,very_high,high,very_high,good
2268,low,high,medium,low,medium,high,medium,good
2269,very_high,medium,medium,medium,very_high,very_low,high,good
2270,very_low,very_high,very_high,very_high,very_low,very_low,very_high,bad
2271,low,low,very_low,medium,high,very_high,high,bad
2272,low,high,very_low,low,low,medium,very_low,bad
2273,medium,very_high,low,very_high,high,very_low,very_high,good
2274,medium,low,low,very_high,very_low,medium,low,bad
2275,high,high,low,low,low,medium,high,good
2276,very_low,very_low,medium,very_high,high,very_high,very_high,bad
2277,very_high,medium,high,very_high,medium,high,medium,good
2278,low,very_low,high,high,low,low,very_high,bad
2279,high,high,low,low,very_high,low,low,bad
2280,very_high,low,low,low,medium,medium,very_high,good
2281,very_low,very_low,high,medium,very_high,very_high,very_high,bad
2282,low,very_high,very_high,very_low,low,high,very_low,good
2283,very_high,very_high,high,very_high,medium,very_low,medium,good
2284,medium,high,very_high,medium,low,medium,very_high,bad
2285,low,high,low,very_low,very_high,very_high,very_low,bad
2286,very_low,medium,medium,very_low,high,very_high,very_low,bad
2287,low,very_high,medium,low,low,medium,very_low,good
2288,very_high,medium,very_low,very_high,very_low,medium,medium,bad
2289,very_high,very_high,very_low,very_low,very_high,very_low,high,bad
2290,medium,medium,high,medium,very_low,very_high,high,bad
2291,low,very_low,very_low,very_low,very_high,very_high,very_high,bad
2292,low,medium,low,low,medium,high,low,bad
2293,low,medium,medium,medium,low,medium,high,bad
2294,very_high,very_high,medium,medium,very_low,low,high,bad
2295,high,very_low,low,medium,very_low,medium,very_low,bad
2296,very_high,medium,very_low,high,very_low,medium,very_low,bad
2297,high,very_high,low,high,medium,very_low,low,good
2298,medium,high,high,very_high,high,medium,low,good
2299,very_high,very_high,low,very_high,medium,very_low,medium,good
2300,very_high,low,medium,medium,medium,high,very_low,good
2301,very_high,very_low,very_low,high,low,high,very_low,bad
2302,very_high,medium,very_low,high,very_low,very_high,low,bad
2303,very_low,very_low,very_high,very_low,low,high,low,good
2304,high,very_low,very_high,high,high,very_high,medium,good
2305,very_low,high,high,very_low,low,very_high,medium,bad
2306,very_low,low,very_high,low,high,low,very_high,bad
2307,high,very_high,very_low,very_high,medium,low,medium,bad
2308,very_high,high,very_high,high,very_high,very_low,very_high,good
2309,very_high,very_low,very_low,very_high,very_high,low,high,good
2310,low,medium,high,very_high,low,medium,medium,good
2311,very_high,low,very_low,high,high,medium,medium,good
2312,low,medium,low,very_low,very_high,high,very_high,bad
2313,very_high,high,low,very_low,very_high,medium,high,good
2314,high,very_low,very_high,high,high,medium,low,good
2315,low,high,very_low,low,very_low,very_high,medium,bad
2316,high,very_low,very_low,very_low,high,medium,medium,good
2317,very_low,very_high,low,low,medium,high,very_high,bad
2318,very_high,high,very_low,medium,high,medium,very_high,good
2319,low,very_high,very_low,low,high,low,low,good
2320,high,very_high,high,low,very_high,very_low,very_high,good
2321,high,medium,very_low,low,medium,high,low,bad
2322,very_high,low,low,very_low,very_high,low,high,good
2323,very_low,low,medium,very_low,low,very_high,low,bad
2324,high,low,very_low,medium,high,very_high,medium,bad
2325,low,low,medium,very_high,very_low,very_high,low,bad
2326,very_high,low,low,very_high,medium,very_high,high,good
2327,very_high,very_low,medium,very_low,very_high,low,high,good
2328,very_low,low,very_high,low,high,medium,high,good
2329,high,very_low,high,high,high,very_low,medium,good
2330,medium,medium,very_low,very_low,medium,high,medium,bad
2331,very_low,low,medium,very_low,medium,very_high,very_low,bad
2332,very_high,medium,low,medium,low,very_high,medium,good
2333,high,very_low,very_high,very_high,very_high,low,medium,good
2334,high,medium,very_low,medium,low,medium,low,good
2335,very_high,very_low,very_high,very_high,medium,very_high,high,good
2336,low,very_low,medium,low,low,high,very_low,bad
2337,very_low,very_high,medium,medium,very_high,very_low,very_low,good
2338,very_high,very_low,very_high,medium,medium,high,low,good
2339,very_low,high,very_high,medium,high,low,very_high,bad
2340,medium,low,low,high,medium,very_high,high,bad
2341,very_high,high,low,very_high,very_high,very_low,very_high,good
2342,medium,low,very_high,high,very_low,low,medium,bad
2343,very_high,high,high,medium,very_low,high,medium,good
2344,medium,very_low,very_low,medium,low,very_high,low,bad
2345,medium,very_low,medium,low,very_low,medium,very_low,bad
2346,very_high,low,medium,medium,high,low,very_high,good
2347,low,very_high,high,medium,high,very_low,high,good
2348,high,medium,medium,low,low,high,low,bad
2349,low,very_low,very_high,medium,high,high,low,good
2350,low,very_low,very_high,high,very_high,medium,very_low,good
2351,very_high,very_high,low,very_high,medium,very_low,very_high,good
2352,low,low,very_high,very_low,very_high,very_low,high,good
2353,high,very_low,high,high,low,very_low,medium,good
2354,medium,very_low,very_high,high,very_high,high,low,good
2355,medium,medium,medium,medium,low,low,high,bad
2356,very_high,low,very_low,very_high,low,medium,medium,good
2357,very_low,low,medium,medium,very_low,medium,very_low,bad
2358,very_low,high,high,low,very_high,medium,very_high,bad
2359,high,very_low,very_low,very_low,very_high,very_high,medium,bad
2360,medium,high,medium,very_high,low,high,very_low,bad
2361,very_high,very_low,very_low,very_low,low,very_high,high,good
2362,very_high,low,low,medium,very_low,medium,very_low,bad
2363,medium,low,high,low,high,medium,very_high,bad
2364,high,low,medium,high,low,low,high,good
2365,medium,low,very_low,very_high,very_low,medium,low,bad
2366,low,high,medium,medium,low,low,high,bad
2367,high,very_low,very_high,very_high,low,very_high,high,good
2368,high,very_high,medium,very_high,very_low,very_low,very_high,good
2369,very_low,medium,very_low,low,low,very_high,very_low,bad
2370,very_low,high,medium,low,low,high,very_low,bad
2371,very_high,high,low,very_low,medium,high,medium,good
2372,very_low,medium,high,very_low,very_high,medium,low,good
2373,very_low,medium,high,medium,low,very_low,very_high,bad
2374,high,low,very_high,very_low,low,low,high,good
2375,very_low,high,low,low,medium,very_high,high,bad
2376,medium,very_high,very_high,low,medium,very_low,very_high,good
2377,low,very_high,very_low,low,medium,high,very_high,bad
2378,very_low,medium,high,very_high,low,high,high,bad
2379,very_high,low,low,high,very_high,very_low,very_high,good
2380,high,very_low,very_high,very_high,high,very_high,high,good
2381,medium,very_high,very_low,very_high,low,very_high,very_high,bad
2382,low,very_low,very_high,very_high,very_high,very_low,high,good
2383,medium,medium,medium,high,medium,very_low,very_low,bad
2384,high,medium,low,medium,very_low,medium,low,bad
2385,high,low,very_high,high,low,high,high,good
2386,very_low,low,low,very_high,low,very_low,very_low,good
2387,high,very_low,medium,very_high,high,very_low,high,good
2388,very_low,very_low,medium,very_low,very_high,very_high,very_high,bad
2389,very_high,very_high,high,very_low,high,very_low,very_high,good
2390,very_high,very_low,low,low,very_high,low,high,good
2391,low,very_high,medium,low,high,low,very_low,good
2392,very_low,very_low,medium,high,low,high,very_low,bad
2393,very_low,low,very_high,low,medium,high,low,bad
2394,very_high,medium,low,medium,high,low,medium,good
2395,medium,high,high,medium,high,high,medium,good
2396,very_high,medium,very_low,high,medium,medium,high,good
2397,high,low,very_high,medium,low,high,low,good
2398,medium,medium,high,medium,very_high,low,high,bad
2399,low,low,medium,very_low,very_low,very_high,low,bad
2400,very_low,medium,very_low,high,high,very_high,medium,bad
2401,high,low,high,very_high,low,high,high,good
2402,high,medium,very_low,high,very_low,high,medium,bad
2403,high,very_low,high,medium,low,very_high,high,good
2404,very_low,very_high,low,low,medium,high,high,bad
2405,medium,low,very_high,very_high,very_high,very_low,low,good
2406,medium,medium,low,high,medium,very_high,high,bad
2407,low,very_high,high,low,medium,medium,very_low,good
2408,low,medium,very_high,low,high,very_low,very_high,bad
2409,medium,very_low,very_low,very_low,high,very_high,medium,bad
2410,medium,medium,very_low,very_low,very_high,very_high,very_low,bad
2411,very_low,high,very_high,medium,high,very_low,very_high,bad
2412,very_high,medium,low,high,low,low,high,good
2413,very_high,low,medium,very_high,high,very_low,very_high,good
2414,high,very_low,medium,high,medium,very_low,medium,good
2415,very_low,medium,very_high,low,medium,high,low,bad
2416,very_high,high,very_low,very_low,high,very_high,very_high,good
2417,medium,medium,low,medium,very_low,very_high,high,bad
2418,very_low,medium,high,medium,high,low,very_high,bad
2419,very_low,very_high,very_high,very_low,low,low,very_low,good
2420,very_high,high,very_low,high,very_low,medium,medium,good
2421,low,low,very_high,very_high,medium,low,low,bad
2422,medium,high,high,high,high,high,low,good
2423,medium,high,very_low,medium,very_low,low,low,bad
2424,high,medium,very_low,low,medium,very_high,medium,bad
2425,medium,high,medium,high,low,medium,low,bad
2426,high,very_low,high,very_low,very_high,very_low,high,good
2427,very_high,very_high,low,medium,medium,low,medium,good
2428,very_high,very_low,medium,medium,very_low,medium,very_low,bad
2429,very_high,very_high,high,very_low,very_high,low,very_high,good
2430,very_low,very_high,low,very_low,high,low,very_low,good
2431,low,high,high,high,very_low,high,low,bad
2432,high,very_low,very_high,medium,high,very_low,very_high,good
2433,low,high,very_high,very_low,high,low,very_low,good
2434,low,low,very_high,low,high,medium,very_low,good
2435,high,very_low,low,low,high,low,low,good
2436,medium,medium,low,low,high,high,very_low,bad
2437,medium,very_low,low,medium,very_low,very_high,very_low,bad
2438,medium,very_low,low,medium,high,high,very_high,bad
2439,high,very_high,low,very_low,very_high,very_low,very_high,bad
2440,high,medium,low,high,low,low,very_high,good
2441,high,very_high,very_low,high,very_low,medium,medium,bad
2442,medium,high,high,low,high,very_low,very_high,bad
2443,very_high,very_low,very_low,very_high,very_high,low,very_high,good
2444,high,medium,low,very_low,high,medium,high,good
2445,high,medium,low,medium,high,high,medium,bad
2446,medium,very_low,very_low,very_high,low,very_low,very_low,good
2447,very_low,very_high,high,low,very_high,very_low,very_low,good
2448,low,low,medium,medium,very_high,high,very_high,bad
2449,low,medium,medium,high,medium,medium,very_high,bad
2450,low,medium,very_low,very_high,very_low,very_high,very_low,bad
2451,low,very_low,very_high,high,medium,high,high,good
2452,very_high,high,low,high,medium,medium,very_low,bad
2453,medium,medium,medium,high,medium,high,low,good
2454,high,high,low,very_low,low,medium,medium,good
2455,very_low,high,very_high,very_low,medium,high,low,good
2456,high,very_high,very_low,very_low,low,high,medium,good
2457,very_high,very_low,high,high,low,very_high,high,good
2458,very_low,high,very_high,very_low,high,medium,very_low,good
2459,high,high,high,very_low,low,low,low,good
2460,low,very_low,very_low,very_low,high,very_high,very_low,bad
2461,very_low,medium,high,high,medium,high,high,bad
2462,very_low,very_high,very_high,high,very_high,low,very_high,bad
2463,high,very_low,very_low,very_low,high,very_high,high,bad
2464,low,very_high,high,very_high,very_low,medium,very_low,bad
2465,very_high,low,very_low,high,medium,very_high,high,good
2466,low,very_high,high,high,very_low,very_low,very_high,bad
2467,low,very_high,very_low,high,low,high,high,bad
2468,very_high,very_low,low,very_low,very_high,high,low,good
2469,very_low,high,very_high,low,very_high,low,very_low,good
2470,very_high,high,very_high,very_low,very_high,very_low,very_high,good
2471,high,low,high,high,high,very_low,very_high,good
2472,low,very_high,high,very_low,low,medium,very_low,good
2473,very_low,high,low,high,low,very_low,medium,good
2474,high,medium,low,high,very_low,low,medium,bad
2475,very_low,low,medium,very_high,high,very_high,very_high,bad
2476,medium,very_high,high,medium,very_high,low,high,bad
2477,very_low,medium,high,low,low,very_high,medium,good
2478,very_high,low,very_low,very_high,very_high,very_low,medium,good
2479,very_low,very_high,medium,low,high,low,very_low,good
2480,very_high,high,medium,very_high,low,low,medium,good
2481,very_high,very_low,very_low,very_high,high,medium,very_low,good
2482,very_low,very_low,high,very_low,very_high,high,very_high,bad
2483,high,low,medium,very_high,very_high,medium,very_low,good
2484,medium,medium,medium,very_low,high,high,medium,good
2485,low,very_low,very_high,high,very_high,low,very_low,good
2486,high,very_high,medium,very_low,very_low,very_high,low,good
2487,high,low,medium,very_high,high,high,low,good
2488,very_high,very_low,very_low,very_high,medium,low,low,good
2489,low,very_low,medium,high,high,very_high,low,bad
2490,high,low,low,very_high,medium,very_low,low,good
2491,very_high,medium,low,high,low,very_high,low,good
2492,very_high,low,medium,very_high,medium,very_high,high,good
2493,very_low,very_high,high,very_low,medium,low,very_low,good
2494,very_low,low,very_high,very_low,high,medium,low,good
2495,medium,low,high,very_high,medium,high,low,good
2496,high,very_high,very_low,low,low,medium,medium,good
2497,medium,medium,very_high,very_high,very_high,medium,medium,good
2498,high,medium,low,medium,very_low,low,low,good
2499,very_high,very_low,very_low,very_high,low,low,medium,good
2500,low,low,low,very_low,high,high,medium,bad
2501,medium,high,very_high,high,very_high,very_low,very_high,good
2502,medium,low,very_low,medium,medium,very_high,very_low,bad
2503,very_high,very_high,high,low,medium,very_low,very_high,bad
2504,very_high,very_high,very_low,low,medium,medium,medium,good
2505,medium,medium,very_high,high,high,medium,very_low,good
2506,medium,low,low,low,medium,low,medium,good
2507,very_low,high,very_high,very_low,high,low,very_low,good
2508,very_low,medium,medium,medium,very_low,medium,low,bad
2509,very_high,very_high,very_low,medium,low,medium,medium,bad
2510,high,high,high,very_low,high,medium,high,good
2511,medium,very_high,low,very_high,very_low,very_low,medium,good
2512,low,very_high,low,high,very_high,low,very_low,good
2513,medium,high,medium,very_low,low,very_low,medium,good
2514,very_high,very_high,high,very_low,medium,high,very_high,good
2515,very_high,low,high,medium,high,very_low,very_high,good
2516,very_low,low,medium,high,low,high,very_high,bad
2517,high,high,very_high,low,high,medium,very_low,good
2518,medium,low,very_high,low,high,medium,very_low,good
2519,high,very_high,medium,medium,high,very_low,high,good
2520,high,very_low,very_high,very_high,very_low,very_low,low,bad
2521,medium,very_low,very_high,medium,low,very_high,high,good
